fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,10,27,MAHARASHTRA,494,SATARA,IGNOAPS,5605,168,22,4605,810,5191,4311,2024-07-30
2023-2024,10,27,MAHARASHTRA,495,SINDHUDURG,IGNOAPS,4055,183,25,3308,539,4007,1383,2024-07-30
2023-2024,10,27,MAHARASHTRA,498,WARDHA,IGNOAPS,29862,2771,1761,16776,8554,25668,5904,2024-07-30
2023-2024,10,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNOAPS,56753,2998,16001,16750,21004,32658,27891,2024-07-30
2023-2024,10,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNOAPS,39816,3130,6441,5348,24897,26190,29175,2024-07-30
2023-2024,10,28,ANDHRA PRADESH,744,Anakapalli,IGNOAPS,15444,1062,396,6438,7548,15444,15412,2024-07-30
2023-2024,10,28,ANDHRA PRADESH,747,Konaseema,IGNOAPS,15683,774,191,4669,10049,15683,15635,2024-07-30
2023-2024,10,29,KARNATAKA,527,BELGAUM,IGNOAPS,70934,5344,2298,11498,51794,63697,40037,2024-07-30
2023-2024,10,29,KARNATAKA,529,BIDAR,IGNOAPS,21828,2458,806,5987,12577,19992,16671,2024-07-30
2023-2024,10,29,KARNATAKA,535,DAVANAGERE,IGNOAPS,14764,1092,1002,3094,9576,13995,11167,2024-07-30
2023-2024,10,29,KARNATAKA,635,YADGIR,IGNOAPS,683,60,45,48,530,669,7,2024-07-30
2023-2024,10,3,PUNJAB,31,FIROZEPUR,IGNOAPS,9021,998,12,7949,62,4065,8349,2024-07-30
2023-2024,10,3,PUNJAB,33,HOSHIARPUR,IGNOAPS,4488,459,0,4029,0,2366,4460,2024-07-30
2023-2024,10,3,PUNJAB,34,JALANDHAR,IGNOAPS,2207,14,0,2193,0,972,1747,2024-07-30
2023-2024,10,3,PUNJAB,35,KAPURTHALA,IGNOAPS,1253,24,1,1226,2,704,1158,2024-07-30
2023-2024,10,3,PUNJAB,40,NAWANSHAHR,IGNOAPS,2773,253,0,2507,13,2056,2764,2024-07-30
2023-2024,10,33,TAMIL NADU,582,PUDUKKOTTAI,IGNOAPS,19945,3734,0,6649,9562,12951,18900,2024-07-30
2023-2024,10,33,TAMIL NADU,588,THENI,IGNOAPS,14151,2052,23,2466,9610,9249,7354,2024-07-30
2023-2024,10,33,TAMIL NADU,591,THIRUCHIRAPPALLI,IGNOAPS,29406,5513,260,298,23335,28214,27682,2024-07-30
2023-2024,10,33,TAMIL NADU,593,TIRUVANNAMALAI,IGNOAPS,35847,7167,274,17983,10423,30125,30268,2024-07-30
2023-2024,10,33,TAMIL NADU,596,VILLUPPURAM,IGNOAPS,72170,18199,2384,5665,45922,52061,64955,2024-07-30
2023-2024,10,36,TELANGANA,509,KHAMMAM,IGNOAPS,31188,6298,5267,901,18722,30089,25340,2024-07-30
2023-2024,10,36,TELANGANA,513,MEDAK,IGNOAPS,17638,3078,1570,526,12464,15842,16360,2024-07-30
2023-2024,10,36,TELANGANA,522,WARANGAL,IGNOAPS,22173,4019,2272,1047,14835,19438,20186,2024-07-30
2023-2024,10,36,TELANGANA,681,JAGITIAL,IGNOAPS,9491,1899,282,314,6996,8792,8530,2024-07-30
2023-2024,10,36,TELANGANA,691,SANGAREDDY,IGNOAPS,25882,5755,1489,1365,17273,22183,22729,2024-07-30
2023-2024,10,36,TELANGANA,692,SIDDIPET,IGNOAPS,17915,3463,218,1064,13170,15969,15721,2024-07-30
2023-2024,10,36,TELANGANA,697,YADADRI,IGNOAPS,17241,3839,1058,942,11402,16468,15721,2024-07-30
2023-2024,10,36,TELANGANA,698,VIKARABAD,IGNOAPS,13832,3333,1333,1304,7862,13176,13525,2024-07-30
2023-2024,10,36,TELANGANA,700,MEDCHAL,IGNOAPS,13295,1767,295,1576,9657,12998,11917,2024-07-30
2023-2024,10,5,UTTARAKHAND,57,UTTAR KASHI,IGNOAPS,8891,1900,46,6627,318,2623,6077,2024-07-30
2023-2024,10,6,HARYANA,66,KAITHAL,IGNOAPS,17689,5596,0,7216,4877,11724,10255,2024-07-30
2023-2024,10,6,HARYANA,73,ROHTAK,IGNOAPS,9507,2569,0,5319,1619,6908,4977,2024-07-30
2023-2024,10,6,HARYANA,75,SONIPAT,IGNOAPS,22634,3010,0,16047,3577,13899,7118,2024-07-30
2023-2024,10,7,DELHI,671,NORTH WEST- II,IGNOAPS,11871,0,0,11871,0,11868,1012,2024-07-30
2023-2024,10,7,DELHI,80,NORTH,IGNOAPS,6989,0,0,6989,0,6984,1214,2024-07-30
2023-2024,10,7,DELHI,83,SOUTH,IGNOAPS,10498,1,0,10497,0,10485,2373,2024-07-30
2023-2024,10,8,RAJASTHAN,107,JODHPUR,IGNOAPS,28499,6531,1639,7138,13191,22849,24179,2024-07-30
2023-2024,10,8,RAJASTHAN,108,KAROULI,IGNOAPS,25859,7165,4958,3801,9935,22253,23824,2024-07-30
2023-2024,10,8,RAJASTHAN,112,RAJSAMAND,IGNOAPS,18363,3033,3775,2315,9240,14672,15237,2024-07-30
2023-2024,10,8,RAJASTHAN,114,SIKAR,IGNOAPS,12751,3599,504,2564,6084,11014,11383,2024-07-30
2023-2024,10,8,RAJASTHAN,629,PRATAPGARH,IGNOAPS,29356,2023,23265,1264,2804,26699,26711,2024-07-30
2023-2024,10,8,RAJASTHAN,91,BHARATPUR,IGNOAPS,20792,6151,337,3960,10344,17729,18059,2024-07-30
2023-2024,10,8,RAJASTHAN,93,BIKANER,IGNOAPS,25779,6735,86,7821,11137,21901,23437,2024-07-30
2023-2024,10,8,RAJASTHAN,94,BUNDI,IGNOAPS,12660,3740,2023,777,6120,11245,11550,2024-07-30
2023-2024,10,8,RAJASTHAN,95,CHITTORGARH,IGNOAPS,21876,5889,5587,2541,7859,16389,17327,2024-07-30
2023-2024,10,9,UTTAR PRADESH,121,AMBEDKAR NAGAR,IGNOAPS,157394,41066,102,26082,89973,109387,97791,2024-07-30
2023-2024,10,9,UTTAR PRADESH,127,BALRAMPUR,IGNOAPS,45975,8434,442,12137,24919,25124,20717,2024-07-30
2023-2024,10,9,UTTAR PRADESH,128,BANDA,IGNOAPS,80572,22794,43,13171,44536,49547,32537,2024-07-30
2023-2024,10,9,UTTAR PRADESH,130,BAREILLY,IGNOAPS,104052,16576,730,42893,43719,58130,40866,2024-07-30
2023-2024,10,9,UTTAR PRADESH,132,BIJNOR,IGNOAPS,69623,24565,112,13121,31784,42418,30978,2024-07-30
2023-2024,10,9,UTTAR PRADESH,139,ETAWAH,IGNOAPS,79619,23982,63,11711,43762,54056,39542,2024-07-30
2023-2024,10,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNOAPS,43367,11934,58,11690,19655,13487,9203,2024-07-30
2023-2024,10,9,UTTAR PRADESH,152,JAUNPUR,IGNOAPS,181519,48629,173,33628,98901,114474,99494,2024-07-30
2023-2024,10,9,UTTAR PRADESH,159,KHERI,IGNOAPS,126882,41532,872,28382,56071,69220,61153,2024-07-30
2023-2024,10,9,UTTAR PRADESH,170,MIRZAPUR,IGNOAPS,200507,54068,2360,28429,115624,83785,66721,2024-07-30
2023-2024,10,9,UTTAR PRADESH,176,RAMPUR,IGNOAPS,65453,5506,9,30840,28910,38030,27156,2024-07-30
2023-2024,10,9,UTTAR PRADESH,185,SULTANPUR,IGNOAPS,106871,31902,93,27576,47151,68744,62662,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,10,POONCH,IGNOAPS,5677,2,1960,3370,345,2967,0,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,2,BADGAM,IGNOAPS,10735,309,87,10071,268,8986,1141,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,625,SHOPIAN,IGNOAPS,1583,0,222,1361,0,1399,1129,2024-07-30
2023-2024,8,10,BIHAR,189,AURANAGABAD,IGNOAPS,66486,21599,630,43590,667,43992,50309,2024-07-30
2023-2024,8,10,BIHAR,191,BEGUSARAI,IGNOAPS,96466,19367,654,56403,20042,79433,79898,2024-07-30
2023-2024,8,10,BIHAR,194,BUXAR,IGNOAPS,66681,14325,1132,49368,1856,55280,59425,2024-07-30
2023-2024,8,10,BIHAR,197,GOPALGANJ,IGNOAPS,63573,12700,2764,25578,22531,37717,55428,2024-07-30
2023-2024,8,10,BIHAR,198,JAMUI,IGNOAPS,57172,10492,3642,11990,31048,38497,46771,2024-07-30
2023-2024,8,10,BIHAR,199,JEHANABAD,IGNOAPS,34720,4330,1810,10949,17631,28423,26698,2024-07-30
2023-2024,8,10,BIHAR,201,KATIHAR,IGNOAPS,89328,2842,1083,82995,2408,65978,70833,2024-07-30
2023-2024,8,10,BIHAR,205,MADHEPURA,IGNOAPS,65276,6807,678,55616,2175,49363,54047,2024-07-30
2023-2024,8,10,BIHAR,208,MUZAFFARPUR,IGNOAPS,226573,43998,406,180237,1932,172991,193091,2024-07-30
2023-2024,8,10,BIHAR,212,PATNA,IGNOAPS,278410,52481,1789,160443,63697,144249,148544,2024-07-30
2023-2024,8,10,BIHAR,221,SITAMARHI,IGNOAPS,127983,16937,862,86167,24017,89738,104239,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,IGNOAPS,2139,0,2139,0,0,1187,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,679,SIANG,IGNOAPS,888,0,888,0,0,356,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,719,LOWER SIANG,IGNOAPS,543,0,543,0,0,365,39,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,724,LEPARADA,IGNOAPS,771,0,771,0,0,497,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNOAPS,785,0,785,0,0,339,63,2024-07-30
2023-2024,8,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2023-2024,8,14,MANIPUR,255,IMPHAL EAST,IGNOAPS,9140,51,371,1278,7440,7654,150,2024-07-30
2023-2024,8,15,MIZORAM,264,LAWNGTLAI,IGNOAPS,1848,0,1674,174,0,526,792,2024-07-30
2023-2024,8,15,MIZORAM,266,MAMIT,IGNOAPS,2077,0,2057,20,0,1520,1617,2024-07-30
2023-2024,8,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1022,0,960,61,1,927,796,2024-07-30
2023-2024,8,15,MIZORAM,728,KHAWZAWL,IGNOAPS,741,2,738,1,0,579,679,2024-07-30
2023-2024,8,16,TRIPURA,652,KHOWAI,IGNOAPS,13029,2098,5520,3064,2347,7490,16,2024-07-30
2023-2024,8,16,TRIPURA,653,SEPAHIJALA,IGNOAPS,16755,1360,4376,9243,1776,12694,2223,2024-07-30
2023-2024,8,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNOAPS,2412,4,1368,1017,13,1526,427,2024-07-30
2023-2024,8,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNOAPS,2851,51,2733,63,4,1858,547,2024-07-30
2023-2024,8,17,MEGHALAYA,663,SOUTH WEST GARO HILLS,IGNOAPS,2269,37,1762,404,66,1577,5,2024-07-30
2023-2024,8,18,ASSAM,286,DIBRUGARH,IGNOAPS,22348,227,432,19945,1744,13601,16700,2024-07-30
2023-2024,8,18,ASSAM,291,KAMRUP,IGNOAPS,43835,2156,2947,36585,2147,32000,22377,2024-07-30
2023-2024,8,18,ASSAM,295,LAKHIMPUR,IGNOAPS,20993,1283,2904,13115,3691,16539,14101,2024-07-30
2023-2024,8,18,ASSAM,296,MORIGAON,IGNOAPS,23981,2102,2167,17829,1883,13368,5548,2024-07-30
2023-2024,8,18,ASSAM,300,SIVASAGAR,IGNOAPS,17624,908,575,7753,8388,13465,14330,2024-07-30
2023-2024,8,18,ASSAM,612,CHIRANG,IGNOAPS,8454,826,3984,2533,1111,5288,7477,2024-07-30
2023-2024,8,18,ASSAM,709,HOJAI,IGNOAPS,19690,1588,216,17565,321,9479,11525,2024-07-30
2023-2024,8,18,ASSAM,739,BAJALI,IGNOAPS,5851,248,148,5163,292,5102,5833,2024-07-30
2023-2024,8,19,WEST BENGAL,304,24 PARGANAS SOUTH,IGNOAPS,98909,29569,2514,66289,315,92167,62529,2024-07-30
2023-2024,8,19,WEST BENGAL,305,BANKURA,IGNOAPS,56962,27435,5444,22862,1221,54762,45603,2024-07-30
2023-2024,8,19,WEST BENGAL,307,BIRBHUM,IGNOAPS,80977,25610,3408,49928,1861,76748,46919,2024-07-30
2023-2024,8,19,WEST BENGAL,321,PURULIA,IGNOAPS,45174,9996,7105,27693,354,42421,28939,2024-07-30
2023-2024,8,19,WEST BENGAL,703,JHARGRAM,IGNOAPS,18366,6174,5339,6853,0,16720,9427,2024-07-30
2023-2024,8,2,HIMACHAL PRADESH,16,CHAMBA,IGNOAPS,10626,2167,2521,5715,223,1711,0,2024-07-30
2023-2024,8,2,HIMACHAL PRADESH,23,SHIMLA,IGNOAPS,14877,3940,28,10869,40,4075,0,2024-07-30
2023-2024,8,2,HIMACHAL PRADESH,26,UNA,IGNOAPS,6047,1900,172,2031,1944,2089,0,2024-07-30
2023-2024,8,20,JHARKHAND,325,DHANBAD,IGNOAPS,61777,7291,5235,18875,30376,61227,11104,2024-07-30
2023-2024,8,20,JHARKHAND,329,GIRIDIH,IGNOAPS,59443,7152,3921,16191,32179,58126,27885,2024-07-30
2023-2024,8,20,JHARKHAND,336,LOHARDAGA,IGNOAPS,9994,485,4050,4068,1391,9749,1135,2024-07-30
2023-2024,8,20,JHARKHAND,338,PALAMU,IGNOAPS,77757,21878,5795,17313,32771,75190,17913,2024-07-30
2023-2024,8,20,JHARKHAND,340,SAHEBGANJ,IGNOAPS,33571,2216,9126,9777,12452,32958,13154,2024-07-30
2023-2024,8,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNOAPS,37522,2066,11072,4202,20182,37317,25972,2024-07-30
2023-2024,8,20,JHARKHAND,342,SIMDEGA,IGNOAPS,20907,2248,14851,1473,2335,20849,5427,2024-07-30
2023-2024,8,21,ODISHA,344,ANGUL,IGNOAPS,33112,4385,2797,10676,15254,33088,26232,2024-07-30
2023-2024,8,21,ODISHA,368,NUAPADA,IGNOAPS,39784,2832,5825,20666,10461,38886,20803,2024-07-30
2023-2024,8,21,ODISHA,369,PURI,IGNOAPS,59234,4266,14,43055,11899,57405,42290,2024-07-30
2023-2024,8,22,CHHATTISGARH,385,MAHASAMUND,IGNOAPS,34723,4872,8619,5451,15781,33708,11771,2024-07-30
2023-2024,8,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,29446,1429,6639,18312,3066,28115,5981,2024-07-30
2023-2024,8,22,CHHATTISGARH,642,SUKMA,IGNOAPS,6425,137,5256,446,586,5003,1168,2024-07-30
2023-2024,8,22,CHHATTISGARH,643,KONDAGAON,IGNOAPS,16236,719,10748,1844,2925,15946,5130,2024-07-30
2023-2024,8,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,18342,525,7202,8070,2545,16674,11189,2024-07-30
2023-2024,8,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNOAPS,8401,595,3700,2438,1668,8199,2890,2024-07-30
2023-2024,8,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNOAPS,5173,340,2398,1113,1322,5057,1952,2024-07-30
2023-2024,8,22,CHHATTISGARH,762,SAKTI,IGNOAPS,26706,4976,1868,12046,7816,25295,6554,2024-07-30
2023-2024,8,23,MADHYA PRADESH,390,ANUPPUR,IGNOAPS,24354,2799,12206,1748,7601,12229,10205,2024-07-30
2023-2024,8,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,37096,7621,1703,12446,15326,11936,7756,2024-07-30
2023-2024,8,23,MADHYA PRADESH,406,GUNA,IGNOAPS,50776,11156,10234,3248,26138,36068,20648,2024-07-30
2023-2024,8,23,MADHYA PRADESH,415,MANDLA,IGNOAPS,48203,2410,28424,955,16414,25363,21394,2024-07-30
2023-2024,8,23,MADHYA PRADESH,428,SEONI,IGNOAPS,53052,5962,20684,4400,22006,27338,20680,2024-07-30
2023-2024,8,23,MADHYA PRADESH,432,SHIVPURI,IGNOAPS,55266,15003,11214,3180,25869,35846,24459,2024-07-30
2023-2024,8,23,MADHYA PRADESH,436,UMARIA,IGNOAPS,38798,3634,18171,4955,12038,16531,16729,2024-07-30
2023-2024,8,23,MADHYA PRADESH,437,VIDISHA,IGNOAPS,62749,17218,4431,8727,32373,31120,22635,2024-07-30
2023-2024,8,23,MADHYA PRADESH,667,AGAR MALWA,IGNOAPS,17258,5947,679,1911,8721,4723,342,2024-07-30
2023-2024,8,24,GUJARAT,448,JUNAGADH,IGNOAPS,20945,3238,351,8699,8653,18251,18404,2024-07-30
2023-2024,8,24,GUJARAT,455,PATAN,IGNOAPS,25889,3018,377,9423,12944,23929,12578,2024-07-30
2023-2024,8,24,GUJARAT,459,SURAT,IGNOAPS,22197,660,16641,4513,380,19375,9238,2024-07-30
2023-2024,8,24,GUJARAT,669,MAHISAGAR,IGNOAPS,40143,1548,11728,18268,8589,35358,9874,2024-07-30
2023-2024,8,27,MAHARASHTRA,481,LATUR,IGNOAPS,71351,9877,1676,45569,14229,60653,6029,2024-07-30
2023-2024,8,27,MAHARASHTRA,482,MUMBAI,IGNOAPS,158,15,0,128,15,156,65,2024-07-30
2023-2024,8,27,MAHARASHTRA,483,BANDRA(MSD),IGNOAPS,287,23,2,237,25,276,184,2024-07-30
2023-2024,8,27,MAHARASHTRA,488,OSMANABAD,IGNOAPS,47126,7366,357,34426,4977,44488,5868,2024-07-30
2023-2024,8,27,MAHARASHTRA,490,PUNE,IGNOAPS,10171,740,226,8540,665,7370,828,2024-07-30
2023-2024,8,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,27653,2061,292,22929,2371,21571,3406,2024-07-30
2023-2024,8,27,MAHARASHTRA,497,THANE,IGNOAPS,3399,469,523,1646,761,3156,198,2024-07-30
2023-2024,8,27,MAHARASHTRA,498,WARDHA,IGNOAPS,29830,2765,1755,16760,8550,25634,5391,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,503,CHITTOOR,IGNOAPS,126596,18800,4425,61520,41851,87178,80211,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,510,KRISHNA,IGNOAPS,71933,13523,3049,35345,20016,45332,42995,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,511,KURNOOL,IGNOAPS,65410,12132,1755,20767,30756,39381,41684,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNOAPS,73926,14644,2812,32270,24200,47296,46456,2024-07-30
2023-2024,8,29,KARNATAKA,524,BAGALKOTE,IGNOAPS,20891,1616,535,4420,14320,17524,11384,2024-07-30
2023-2024,8,29,KARNATAKA,538,GULBARGA,IGNOAPS,23881,2970,154,2762,17995,21900,16025,2024-07-30
2023-2024,8,29,KARNATAKA,548,TUMKUR,IGNOAPS,41855,3386,1522,17186,19761,41027,35497,2024-07-30
2023-2024,8,29,KARNATAKA,550,UTTARA KANNADA,IGNOAPS,13119,800,276,717,11326,12879,10048,2024-07-30
2023-2024,8,3,PUNJAB,28,BATHINDA,IGNOAPS,4689,1092,0,3590,7,3037,3631,2024-07-30
2023-2024,8,3,PUNJAB,30,FATEHGARH SAHIB,IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2023-2024,8,3,PUNJAB,31,FIROZEPUR,IGNOAPS,9021,998,12,7949,62,4065,8349,2024-07-30
2023-2024,8,3,PUNJAB,36,LUDHIANA,IGNOAPS,7527,202,0,7308,17,3941,6817,2024-07-30
2023-2024,8,32,KERALA,557,KANNUR,IGNOAPS,47595,740,688,46167,0,14331,15300,2024-07-30
2023-2024,8,32,KERALA,558,KASARAGOD,IGNOAPS,20313,604,921,18788,0,4853,3706,2024-07-30
2023-2024,8,32,KERALA,560,KOTTAYAM,IGNOAPS,20922,1297,344,19281,0,4781,6479,2024-07-30
2023-2024,8,32,KERALA,561,KOZHIKODE,IGNOAPS,26723,1115,204,25404,0,8110,9296,2024-07-30
2023-2024,8,32,KERALA,567,WAYANAD,IGNOAPS,22296,45,22,22229,0,8589,3737,2024-07-30
2023-2024,8,33,TAMIL NADU,573,ERODE,IGNOAPS,54231,14265,893,13329,25744,46796,51074,2024-07-30
2023-2024,8,33,TAMIL NADU,574,KANCHEEPURAM,IGNOAPS,49131,14478,463,26857,7333,28572,47039,2024-07-30
2023-2024,8,33,TAMIL NADU,588,THENI,IGNOAPS,14762,2143,24,2564,10031,9519,7536,2024-07-30
2023-2024,8,33,TAMIL NADU,591,THIRUCHIRAPPALLI,IGNOAPS,30688,5731,266,309,24382,29320,28835,2024-07-30
2023-2024,8,33,TAMIL NADU,592,TIRUNELVELI,IGNOAPS,28725,6487,26,7510,14702,25175,27518,2024-07-30
2023-2024,8,33,TAMIL NADU,597,VIRUDHUNAGAR,IGNOAPS,33311,5911,25,2957,24418,24164,27996,2024-07-30
2023-2024,8,33,TAMIL NADU,610,ARIYALUR,IGNOAPS,13321,4203,101,4318,4699,12329,9788,2024-07-30
2023-2024,8,34,PUDUCHERRY,600,PONDICHERRY,IGNOAPS,17713,2515,66,14957,175,1801,8,2024-07-30
2023-2024,8,36,TELANGANA,501,ADILABAD,IGNOAPS,16195,2469,3461,1471,8794,12136,14784,2024-07-30
2023-2024,8,36,TELANGANA,513,MEDAK,IGNOAPS,17638,3078,1570,526,12464,15842,16360,2024-07-30
2023-2024,8,36,TELANGANA,522,WARANGAL,IGNOAPS,22173,4019,2272,1047,14835,19438,20186,2024-07-30
2023-2024,8,36,TELANGANA,693,WANAPARTHY,IGNOAPS,12851,2309,880,857,8805,11616,10260,2024-07-30
2023-2024,8,36,TELANGANA,697,YADADRI,IGNOAPS,17241,3839,1058,942,11402,16468,15721,2024-07-30
2023-2024,8,37,LADAKH,9,LEH LADAKH,IGNOAPS,2094,0,2094,0,0,1049,60,2024-07-30
2023-2024,8,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNOAPS,1051,33,7,88,923,257,1,2024-07-30
2023-2024,8,4,CHANDIGARH,44,CHANDIGARH,IGNOAPS,2378,0,0,2378,0,2378,0,2024-07-30
2023-2024,8,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,2962,9,4925,285,4312,3069,2024-07-30
2023-2024,8,5,UTTARAKHAND,48,CHAMPAWAT,IGNOAPS,7887,1564,10,6160,153,3639,2343,2024-07-30
2023-2024,8,5,UTTARAKHAND,52,PAURI GARHWAL,IGNOAPS,15771,3495,39,12191,46,6559,1958,2024-07-30
2023-2024,8,6,HARYANA,58,AMBALA,IGNOAPS,13898,4560,0,5501,3837,10385,8079,2024-07-30
2023-2024,8,6,HARYANA,74,SIRSA,IGNOAPS,18243,6698,0,7935,3610,13670,9325,2024-07-30
2023-2024,8,7,DELHI,81,NORTH EAST,IGNOAPS,15740,0,0,15740,0,15732,2317,2024-07-30
2023-2024,8,8,RAJASTHAN,105,JHALAWAR,IGNOAPS,20631,5570,2761,1874,10426,19031,18949,2024-07-30
2023-2024,8,8,RAJASTHAN,115,SIROHI,IGNOAPS,7446,1601,3801,457,1587,6616,6531,2024-07-30
2023-2024,8,8,RAJASTHAN,116,TONK,IGNOAPS,15337,3805,1786,2841,6905,14034,14801,2024-07-30
2023-2024,8,8,RAJASTHAN,94,BUNDI,IGNOAPS,12660,3740,2023,777,6120,11245,11550,2024-07-30
2023-2024,8,8,RAJASTHAN,95,CHITTORGARH,IGNOAPS,21876,5889,5587,2541,7859,16389,17327,2024-07-30
2023-2024,8,8,RAJASTHAN,96,CHURU,IGNOAPS,33524,10051,180,6597,16696,27888,28651,2024-07-30
2023-2024,8,8,RAJASTHAN,98,DHOLPUR,IGNOAPS,10371,2330,454,3104,4483,8799,8903,2024-07-30
2023-2024,8,9,UTTAR PRADESH,139,ETAWAH,IGNOAPS,79619,23982,63,11711,43762,54056,39542,2024-07-30
2023-2024,8,9,UTTAR PRADESH,166,MAINPURI,IGNOAPS,120497,24852,17,14221,81392,75312,65745,2024-07-30
2023-2024,8,9,UTTAR PRADESH,169,MEERUT,IGNOAPS,34163,11688,8,9001,13454,15115,10820,2024-07-30
2023-2024,8,9,UTTAR PRADESH,176,RAMPUR,IGNOAPS,65453,5506,9,30840,28910,38030,27156,2024-07-30
2023-2024,8,9,UTTAR PRADESH,180,SHAHJAHANPUR,IGNOAPS,145987,34888,152,49552,61352,80628,66762,2024-07-30
2023-2024,8,9,UTTAR PRADESH,181,SHRAVASTI,IGNOAPS,31271,7714,151,6892,16151,19391,12781,2024-07-30
2023-2024,8,9,UTTAR PRADESH,184,SONBHADRA,IGNOAPS,130325,29973,19919,10881,69551,49233,37886,2024-07-30
2023-2024,8,9,UTTAR PRADESH,661,HAPUR,IGNOAPS,20466,6351,48,7235,6702,12397,8233,2024-07-30
2023-2024,7,1,JAMMU AND KASHMIR,12,RAJAURI,IGNOAPS,10951,18,646,10245,42,6496,671,2024-07-30
2023-2024,7,1,JAMMU AND KASHMIR,2,BADGAM,IGNOAPS,10735,309,87,10071,268,8986,1141,2024-07-30
2023-2024,7,1,JAMMU AND KASHMIR,626,GANDERWAL,IGNOAPS,4421,0,982,1740,1699,3677,1806,2024-07-30
2023-2024,7,10,BIHAR,196,GAYA,IGNOAPS,148983,61247,912,82891,3933,115056,109901,2024-07-30
2023-2024,7,10,BIHAR,207,MUNGER,IGNOAPS,44008,5988,590,36046,1384,34135,35897,2024-07-30
2023-2024,7,10,BIHAR,224,VAISHALI,IGNOAPS,168762,41907,504,32305,94046,129350,145314,2024-07-30
2023-2024,7,10,BIHAR,611,ARWAL,IGNOAPS,27183,2731,69,23753,630,18089,21564,2024-07-30
2023-2024,7,11,SIKKIM,225,EAST DISTRICT,IGNOAPS,6686,0,1,0,6685,1,2702,2024-07-30
2023-2024,7,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNOAPS,1470,0,1470,0,0,1130,167,2024-07-30
2023-2024,7,12,ARUNACHAL PRADESH,240,UPPER SIANG,IGNOAPS,2067,0,2067,0,0,1132,17,2024-07-30
2023-2024,7,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNOAPS,1458,0,1458,0,0,836,0,2024-07-30
2023-2024,7,13,NAGALAND,244,DIMAPUR,IGNOAPS,5665,5,5543,104,13,5,2,2024-07-30
2023-2024,7,13,NAGALAND,248,PHEK,IGNOAPS,6351,0,6351,0,0,987,45,2024-07-30
2023-2024,7,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2023-2024,7,14,MANIPUR,253,CHANDEL,IGNOAPS,2085,0,1980,41,64,1028,20,2024-07-30
2023-2024,7,14,MANIPUR,254,CHURACHANDPUR,IGNOAPS,4780,0,4679,100,1,2785,5,2024-07-30
2023-2024,7,14,MANIPUR,256,IMPHAL WEST,IGNOAPS,10722,563,213,1859,8087,9004,4,2024-07-30
2023-2024,7,15,MIZORAM,261,AIZAWL,IGNOAPS,8419,2,8287,123,7,6911,5995,2024-07-30
2023-2024,7,15,MIZORAM,262,CHAMPHAI,IGNOAPS,2046,2,2025,19,0,1700,1818,2024-07-30
2023-2024,7,15,MIZORAM,266,MAMIT,IGNOAPS,2077,0,2057,20,0,1520,1617,2024-07-30
2023-2024,7,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1022,0,960,61,1,927,796,2024-07-30
2023-2024,7,16,TRIPURA,654,GOMATI,IGNOAPS,16705,2538,7095,5497,1575,11904,42,2024-07-30
